timestamp,left_elbow,right_elbow,left_knee,right_knee,shoulder_alignment,hip_alignment,posture_ok
2026-03-29T22:17:13.665,,,,,0.0021,,1
2026-03-29T22:17:14.016,,,,,0.0099,,1
2026-03-29T22:17:14.422,,,,,0.0217,,1
2026-03-29T22:17:14.956,,,,,0.0242,,1
2026-03-29T22:17:15.454,,,,,0.0217,,1
2026-03-29T22:17:15.900,,,,,0.0150,,1
2026-03-29T22:17:16.212,,,,,0.0083,,1
2026-03-29T22:17:16.509,,,,,0.0121,,1
2026-03-29T22:17:16.859,,,,,0.0138,,1
2026-03-29T22:17:17.212,,,,,0.0121,,1
2026-03-29T22:17:17.538,,,,,0.0187,,1
2026-03-29T22:17:17.809,,,,,0.0196,,1
2026-03-29T22:17:18.077,,,,,0.0208,,1
2026-03-29T22:17:18.363,,,,,0.0271,,1
2026-03-29T22:17:18.655,,,,,0.0362,,0
2026-03-29T22:17:18.945,,,,,0.0475,,0
2026-03-29T22:17:19.231,,,,,0.0408,,0
2026-03-29T22:17:19.533,,,,,0.0325,,0
2026-03-29T22:17:19.810,,,,,0.0933,,0
2026-03-29T22:17:20.185,,,,,0.1375,,0
2026-03-29T22:17:20.516,,,,,0.1913,,0
2026-03-29T22:17:20.880,66.48,,,,0.1800,,0
2026-03-29T22:17:21.247,65.73,,,,0.1483,,0
2026-03-29T22:17:21.626,67.36,,,,0.1033,,0
2026-03-29T22:17:22.036,73.25,,,,0.0300,,0
2026-03-29T22:17:22.403,69.23,,,,0.0279,,0
2026-03-29T22:17:22.793,66.00,,,,0.0404,,0
2026-03-29T22:17:23.161,68.21,,,,0.0417,,0
2026-03-29T22:17:23.538,67.08,,,,0.0512,,0
2026-03-29T22:17:23.892,67.63,,,,,,0
2026-03-29T22:17:24.253,68.23,,,,,,0
2026-03-29T22:17:24.640,61.92,,,,,,0
2026-03-29T22:17:25.011,58.95,,,,,,0
2026-03-29T22:17:25.391,56.52,,,,,,0
2026-03-29T22:17:25.797,55.67,,,,0.1054,,0
2026-03-29T22:17:26.175,55.07,,,,0.1771,,0
2026-03-29T22:17:26.554,54.01,,,,0.1742,,0
2026-03-29T22:17:26.917,52.84,,,,0.1671,,0
2026-03-29T22:17:27.282,52.20,,,,0.1604,,0
2026-03-29T22:17:27.693,50.66,,,,0.1550,,0
2026-03-29T22:17:28.063,48.67,,,,0.1583,,0
2026-03-29T22:17:28.452,47.40,,,,0.1621,,0
2026-03-29T22:17:28.824,45.90,,,,0.1667,,0
2026-03-29T22:17:29.213,46.35,,,,0.1712,,0
2026-03-29T22:17:29.577,46.78,,,,0.1796,,0
2026-03-29T22:17:29.944,46.63,,,,0.1800,,0
2026-03-29T22:17:30.316,46.81,,,,0.1725,,0
2026-03-29T22:17:30.706,47.53,,,,0.1750,,0
2026-03-29T22:17:31.103,43.98,,,,0.1617,,0
2026-03-29T22:17:31.505,38.69,,,,0.1642,,0
2026-03-29T22:17:31.905,38.00,,,,0.1808,,0
2026-03-29T22:17:32.294,44.89,,,,0.1408,,0
2026-03-29T22:17:32.705,42.81,,,,0.1375,,0
2026-03-29T22:17:33.146,38.24,,,,0.1554,,0
2026-03-29T22:17:33.523,54.92,,,,0.0783,,0
2026-03-29T22:17:33.829,58.75,,,,0.0346,,0
2026-03-29T22:17:34.116,,,,,0.0629,,0
2026-03-29T22:17:34.408,,,,,0.0546,,0
2026-03-29T22:17:34.707,,,,,0.0412,,0
2026-03-29T22:17:34.997,,,,,0.0404,,0
2026-03-29T22:17:35.307,,,,,0.0412,,0
2026-03-29T22:17:35.605,,,,,0.0325,,0
2026-03-29T22:17:35.913,,,,,0.0125,,1
2026-03-29T22:17:36.256,,,,,0.0079,,1
2026-03-29T22:17:36.601,,,,,0.0079,,1
2026-03-29T22:17:36.921,,,,,0.0154,,1
2026-03-29T22:17:41.434,,,,,0.0271,,1
2026-03-29T22:17:41.735,,,,,0.0358,,0
2026-03-29T22:17:42.030,,,,,0.0325,,0
2026-03-29T22:17:42.317,,,,,0.0317,,0
2026-03-29T22:17:42.603,,,,,0.0242,,1
2026-03-29T22:17:42.908,,,,,0.0150,,1
2026-03-29T22:17:43.202,,,,,0.0129,,1
2026-03-29T22:17:43.519,,,,,0.0158,,1
2026-03-29T22:17:43.839,,,,,0.0142,,1
2026-03-29T22:17:44.182,,,,,0.0121,,1
2026-03-29T22:17:44.540,,,,,0.0108,,1
2026-03-29T22:17:44.872,,,,,0.0087,,1
2026-03-29T22:17:45.158,,,,,0.0096,,1
2026-03-29T22:17:45.437,,,,,0.0058,,1
2026-03-29T22:17:45.736,,,,,0.0025,,1
